Elops_affinis,-0.31247238,0.040669915
Ophichthus_rufus,0.194999346,-0.006625
Ophichthus_zophochir,0.021519104,0.022083639
Chitala_ornata,-0.063634503,0.056344768
Engraulis_encrasicolus,-0.223902451,0.047233797
Brevoortia_patronus,-0.217164012,0.064512511
Harengula_thrissina,-0.222700872,0.043809556
Sardinella_aurita,-0.371907467,-0.03409346
Gonorynchus_greyi,-0.222034363,0.034410663
Pimephales_promelas,-0.015346109,0.015374589
Ancistrus_dolichopterus,-0.085896516,-0.117899678
Ameiurus_nebulosus,-0.160698528,0.030094849
Pylodictis_olivaris,0.320316156,-0.113627399
Glossanodon_semifasciatus,0.011341685,0.08338295
Oncorhynchus_kisutch,-0.079779871,0.059052924
Cyclothone_microdon,-0.22555965,0.013430149
Synodus_foetens,-0.27350919,0.002911386
Parasudis_truculenta,-0.214147086,0.033242329
Lestidiops_affinis,0.166760473,0.078709105
Uncisudis_advena,-0.154930914,0.056683652
Hygophum_proximum,-0.402833026,-0.071773841
Symbolophorus_evermanni,0.137385369,0.174443354
Notolychnus_valdiviae,-0.254717913,-0.035131607
Zenopsis_nebulosa,-0.153261515,-0.048460419
Raniceps_raninus,0.300498201,-0.052679163
Urophycis_chuss,0.075517573,0.018047466
Ciliata_mustela,0.169656465,0.015665789
Brosme_brosme,0.219445777,0.054754702
Eleginus_nawaga,0.118519606,0.022389819
Eleginus_gracilis,-0.109306851,0.084482025
Pollachius_virens,-0.112620517,0.093343823
Pollachius_pollachius,-0.171121097,-0.027238364
Merlangius_merlangus,-0.187201947,0.023664326
Arctogadus_glacialis,-0.183598284,0.003509169
Trachyrincus_scabrus,-0.065710906,0.025611704
Laemonema_longipes,-0.152082407,0.023319311
Mora_moro,-0.209447735,0.030339929
Macruronus_novaezelandiae,-0.051596045,0.054014867
Bregmaceros_atlanticus,-0.117549642,0.023663206
Bregmaceros_mcclellandi,-0.196297199,0.044230135
Hymenocephalus_italicus,-0.191953451,0.025272508
Nezumia_sclerorhynchus,-0.059652147,0.020229805
Nezumia_aequalis,-0.204395467,0.03636381
Albatrossia_pectoralis,-0.119658076,-0.011398342
Zu_cristatus,-0.102918675,0.02779281
Carapus_dubius,0.129123473,-0.021336381
Cherublemma_emmelas,-0.18571304,-0.040324221
Genypterus_capensis,0.02633918,-0.013018353
Genypterus_tigerinus,0.108988766,-0.019146975
Genypterus_blacodes,0.124713928,-0.067967646
Parophidion_vassali,0.148758754,-0.055965408
Opsanus_tau,0.271502582,0.085572443
Porichthys_notatus,0.225035612,-0.112996666
Calotomus_japonicus,0.218580288,0.125576185
Tautoga_onitis,0.247540526,0.091045938
Ctenolabrus_rupestris,0.072440093,0.065766742
Symphodus_melops,0.231303286,0.026889377
Linophryne_arborifera,0.261908065,-0.135959558
Lactoria_diaphana,-0.125514717,0.001559879
Balistes_capriscus,0.301395366,-0.054689819
Chilomycterus_schoepfii,0.095615758,-0.06908639
Diodon_holocanthus,0.280766625,0.117195405
Diodon_hystrix,0.223787496,0.120497399
Tetraodon_cutcutia,0.172314943,-0.074453084
Tetraodon_palembangensis,0.006189098,-0.121366111
Monotrete_cochinchinensis,0.256261493,-0.01894074
Tetraodon_turgidus,0.253523753,-0.084601696
Acanthurus_nigroris,-0.204294132,0.026408212
Leiostomus_xanthurus,-0.027565555,0.053306345
Argyrosomus_regius,-0.045929707,0.030595693
Miichthys_miiuy,0.017087128,0.053148898
Caulolatilus_microps,-0.249519824,-0.087387226
Lagodon_rhomboides,-0.19381889,0.005557175
Acanthopagrus_australis,-0.306568975,-0.016899005
Prognathodes_aculeatus,0.211618977,-0.018363468
Ocyurus_chrysurus,-0.184148102,-0.025591461
Lutjanus_peru,-0.157830033,0.0271102
Lutjanus_russellii,-0.297912782,-0.041422981
Uranoscopus_japonicus,0.323620454,0.10180014
Ammodytes_tobianus,-0.045688135,0.082324761
Ammodytes_hexapterus,-0.170571792,0.039255628
Ammodytoides_gilli,-0.131237328,-0.003878783
Acropoma_japonicum,-0.065892378,0.051334887
Girella_nigricans,-0.010518011,0.041216623
Lepomis_cyanellus,0.155820598,-0.009969891
Lepomis_macrochirus,0.080090385,-0.003440221
Lepomis_megalotis,0.091178909,-0.012206807
Lepomis_gibbosus,0.158718991,0.015124173
Micropterus_dolomieu,0.17597752,0.004488061
Micropterus_salmoides,0.084528954,-0.022024412
Echiichthys_vipera,-0.009598078,-0.059511316
Etheostoma_nigrum,-0.029098217,0.021014341
Etheostoma_radiosum,0.086911507,-0.081789093
Etheostoma_crossopterum,0.282087222,0.00315921
Etheostoma_flabellare,0.030292125,0.041971767
Notothenia_coriiceps,0.418835779,-0.038626467
Harpagifer_bispinis,0.46516786,-0.046866584
Paralabrax_clathratus,0.149136894,0.058711819
Platycephalus_indicus,0.048201588,-0.050136331
Scorpaena_scrofa,0.157617299,0.051170081
Chelidonichthys_lucerna,-0.225628818,-0.032719561
Trigloporus_lastoviza,-0.205389198,0.00366813
Lepidotrigla_microptera,-0.228597827,0.004483722
Lepidotrigla_papilio,-0.081093602,-0.018538939
Gasterosteus_wheatlandi,0.277660113,0.029428123
Gasterosteus_aculeatus,0.189044876,-0.041950769
Spinachia_spinachia,0.274165789,0.065076187
Pungitius_pungitius,-0.028230022,0.020603955
Xiphister_atropurpureus,-0.018798486,-0.006589275
Xiphister_mucosus,-0.03628387,-0.059130215
Ulvaria_subbifurcata,0.063686397,-0.064772606
Cottus_hangiongensis,0.223313695,-0.071358145
Cottus_gobio,0.211547453,-0.029667971
Cottus_bairdii,0.163547739,-0.116534707
Enophrys_bison,0.102506756,-0.068615554
Myoxocephalus_quadricornis,0.181596112,0.007649913
Myoxocephalus_scorpius,-0.035442605,-0.008027113
Oligocottus_snyderi,0.148562949,-0.137202598
Diplospinus_multistriatus,0.032915312,-0.035334572
Gempylus_serpens,-0.287991074,-0.014451148
Aphanopus_carbo,-0.068751889,-0.047051088
Sarda_sarda,-0.024839746,0.064514576
