Ophichthus_rufus,0,0,1
Ophichthus_zophochir,0,0,1
Chitala_ornata,0,0,1
Engraulis_encrasicolus,0,0,1
Brevoortia_patronus,0,0,1
Sardinella_aurita,0,0,1
Ameiurus_nebulosus,0,0,1
Oncorhynchus_kisutch,0,0,1
Synodus_foetens,0,0,1
Hygophum_proximum,0,0,1
Symbolophorus_evermanni,0,0,1
Raniceps_raninus,0,0,1
Urophycis_chuss,0,0,1
Ciliata_mustela,0,0,1
Brosme_brosme,0,0,1
Eleginus_nawaga,0,0,1
Eleginus_gracilis,0,0,1
Pollachius_virens,0,0,1
Pollachius_pollachius,0,0,1
Merlangius_merlangus,0,0,1
Arctogadus_glacialis,0,0,1
Trachyrincus_scabrus,0,0,1
Laemonema_longipes,0,0,1
Mora_moro,0,0,1
Macruronus_novaezelandiae,0,0,1
Bregmaceros_atlanticus,0,0,1
Bregmaceros_mcclellandi,0,0,1
Hymenocephalus_italicus,0,0,1
Nezumia_sclerorhynchus,0,0,1
Nezumia_aequalis,0,0,1
Albatrossia_pectoralis,0,0,1
Cherublemma_emmelas,0,0,1
Genypterus_capensis,0,0,1
Genypterus_blacodes,0,0,1
Parophidion_vassali,0,0,1
Tautoga_onitis,0,0,2
Lactoria_diaphana,0,0,1
Balistes_capriscus,0,0,1
Chilomycterus_schoepfii,0,0,2
Diodon_holocanthus,0,0,2
Diodon_hystrix,0,0,2
Leiostomus_xanthurus,0,0,2
Argyrosomus_regius,0,0,2
Prognathodes_aculeatus,0,0,1
Lepomis_macrochirus,0,0,1
Micropterus_salmoides,0,0,2
Echiichthys_vipera,0,0,1
Notothenia_coriiceps,0,0,2
Gasterosteus_aculeatus,0,0,2
Spinachia_spinachia,0,0,2
Aphanopus_carbo,0,0,1
Sarda_sarda,0,0,1
Thunnus_albacares,0,0,1
Euthynnus_affinis,0,0,1
Katsuwonus_pelamis,0,0,1
Scomber_scombrus,0,0,1
Scomber_australasicus,0,0,1
Scomber_japonicus,0,0,1
Fistularia_commersonii,0,0,1
Aulostomus_chinensis,0,0,1
Macroramphosus_gracilis,0,0,1
Clevelandia_ios,0,0,2
Glossogobius_callidus,0,0,2
Eviota_prasina,0,0,2
Gobiusculus_flavescens,0,0,2
Pomatoschistus_minutus,0,0,2
Pomatoschistus_microps,0,0,2
Knipowitschia_punctatissima,0,0,2
Amblygobius_phalaena,0,0,2
Valenciennea_muralis,0,0,2
Valenciennea_longipinnis,0,0,2
Neogobius_melanostomus,0,0,2
Padogobius_bonelli,0,0,2
Zosterisessor_ophiocephalus,0,0,2
Neogobius_fluviatilis,0,0,2
Coryphaena_hippurus,0,0,1
Oligoplites_saurus,0,0,1
Elagatis_bipinnulata,0,0,1
Naucrates_ductor,0,0,1
Seriola_zonata,0,0,1
Pseudocaranx_dentex,0,0,1
Decapterus_punctatus,0,0,1
Trachurus_novaezelandiae,0,0,1
Trachurus_declivis,0,0,1
Trachurus_lathami,0,0,1
Trachurus_picturatus,0,0,1
Alectis_ciliaris,0,0,1
Selene_peruviana,0,0,1
Hemicaranx_amblyrhynchus,0,0,1
Chloroscombrus_orqueta,0,0,1
Carangoides_bartholomaei,0,0,1
Caranx_caballus,0,0,1
Sphyraena_barracuda,0,0,1
Psettodes_erumei,0,0,1
Citharus_linguatula,0,0,1
Scophthalmus_rhombus,0,0,1
Zeugopterus_regius,0,0,1
Xystreurys_liolepis,0,0,1
Citharichthys_fragilis,0,0,1
Paralichthys_dentatus,0,0,1
Paralichthys_olivaceus,0,0,1
Citharichthys_arctifrons,0,0,1
Etropus_microstomus,0,0,1
Acanthopsetta_nadeshnyi,0,0,1
Pleuronichthys_coenosus,0,0,1
Lyopsetta_exilis,0,0,1
Eopsetta_grigorjewi,0,0,1
Hippoglossus_hippoglossus,0,0,1
Glyptocephalus_zachirus,0,0,1
Glyptocephalus_cynoglossus,0,0,1
Microstomus_kitt,0,0,1
Hippoglossoides_platessoides,0,0,1
Hippoglossoides_elassodon,0,0,1
Pseudopleuronectes_americanus,0,0,1
Parophrys_vetulus,0,0,1
Lepidopsetta_mochigarei,0,0,1
Limanda_proboscidea,0,0,1
Platichthys_flesus,0,0,1
Pleuronectes_platessa,0,0,1
Achirus_mazatlanus,0,0,1
Zebrias_zebra,0,0,1
Austroglossus_microlepis,0,0,1
Dicologlossa_cuneata,0,0,1
Pegusa_nasuta,0,0,1
Pegusa_lascaris,0,0,1
Pegusa_impar,0,0,1
Rhombosolea_plebeia,0,0,1
Syacium_papillosum,0,0,1
Syacium_ovale,0,0,1
Syacium_micrurum,0,0,1
Cyclopsetta_panamensis,0,0,1
Engyophrys_sanctilaurentii,0,0,1
Arnoglossus_capensis,0,0,1
Monolene_asaedae,0,0,1
Hypsypops_rubicundus,0,0,2
Dascyllus_aruanus,0,0,2
Dascyllus_marginatus,0,0,2
Chromis_chromis,0,0,2
Premnas_biaculeatus,0,0,2
Amphiprion_ocellaris,0,0,2
Amphiprion_percula,0,0,2
Amphiprion_melanopus,0,0,2
Amphiprion_clarkii,0,0,2
Amphiprion_sebae,0,0,2
Symphysodon_aequifasciatus,0,0,1
Tilapia_zillii,0,0,1
